Word,W_Length,W_TotalStrokes,W_Count,W(log),W_million,W_CD,W_CD(log),W_CD(ratio)
斯戴尔特,4,44,1,0,0.03,1,0,0.02
辛格文,3,21,1,0,0.03,1,0,0.02
君度,2,16,1,0,0.03,1,0,0.02
丽迪,2,15,1,0,0.03,1,0,0.02
沃夫冈,3,15,1,0,0.03,1,0,0.02
柏克特,3,26,1,0,0.03,1,0,0.02
玛卡瑞娜,4,34,1,0,0.03,1,0,0.02
和艾萨克,4,31,1,0,0.03,1,0,0.02
真非,2,18,1,0,0.03,1,0,0.02
狂气,2,11,1,0,0.03,1,0,0.02
瓦莱约的莫伦奈克斯,9,71,1,0,0.03,1,0,0.02
德拉库特,4,40,1,0,0.03,1,0,0.02
凯莉·安,4,24,1,0,0.03,1,0,0.02
下学,2,11,1,0,0.03,1,0,0.02
翔实,2,20,1,0,0.03,1,0,0.02
垡,1,9,1,0,0.03,1,0,0.02
罗纳德里根,5,47,1,0,0.03,1,0,0.02
美航,2,19,1,0,0.03,1,0,0.02
奥古斯丁那本,6,42,1,0,0.03,1,0,0.02
稽核,2,25,1,0,0.03,1,0,0.02
狂澜,2,22,1,0,0.03,1,0,0.02
帕斯卡·勒克莱尔,8,58,1,0,0.03,1,0,0.02
和海明威,4,35,1,0,0.03,1,0,0.02
配发,2,15,1,0,0.03,1,0,0.02
铅印,2,15,1,0,0.03,1,0,0.02
德劳内,3,26,1,0,0.03,1,0,0.02
帕罗奥,3,28,1,0,0.03,1,0,0.02
劳拉·尼罗,5,28,1,0,0.03,1,0,0.02
斯巴达的海伦,6,46,1,0,0.03,1,0,0.02
盖纳,2,18,1,0,0.03,1,0,0.02
泰德克洛柴斯基,7,74,1,0,0.03,1,0,0.02
瑞尼尔山,4,26,1,0,0.03,1,0,0.02
山缪菲利斯,5,47,1,0,0.03,1,0,0.02
特雷西·查普曼,7,61,1,0,0.03,1,0,0.02
比尔考斯比,5,31,1,0,0.03,1,0,0.02
约翰科,3,31,1,0,0.03,1,0,0.02
羽化,2,10,1,0,0.03,1,0,0.02
白藜,2,23,1,0,0.03,1,0,0.02
艾斗,2,9,1,0,0.03,1,0,0.02
丝汀,2,10,1,0,0.03,1,0,0.02
斯科特兰德亚德,7,72,1,0,0.03,1,0,0.02
毛巾被,3,17,1,0,0.03,1,0,0.02
圣罗,2,13,1,0,0.03,1,0,0.02
德莱顿,3,35,1,0,0.03,1,0,0.02
凯利·拉什,5,27,1,0,0.03,1,0,0.02
布克纳比,4,23,1,0,0.03,1,0,0.02
汗青,2,14,1,0,0.03,1,0,0.02
迈克尔多,4,24,1,0,0.03,1,0,0.02
莉奇,2,18,1,0,0.03,1,0,0.02
碧罗林,3,30,1,0,0.03,1,0,0.02
菲尔洛恩,4,35,1,0,0.03,1,0,0.02
来犯,2,12,1,0,0.03,1,0,0.02
沃夫卡,3,16,1,0,0.03,1,0,0.02
采访记,3,19,1,0,0.03,1,0,0.02
猜汤姆,3,25,1,0,0.03,1,0,0.02
刚度,2,15,1,0,0.03,1,0,0.02
约翰·雷蒙,5,48,1,0,0.03,1,0,0.02
大罗特斯,4,33,1,0,0.03,1,0,0.02
欧纳·布特拉,6,38,1,0,0.03,1,0,0.02
莱珊德拉,4,42,1,0,0.03,1,0,0.02
比罗斯摩尔山,6,47,1,0,0.03,1,0,0.02
温斯利,3,31,1,0,0.03,1,0,0.02
藩国,2,26,1,0,0.03,1,0,0.02
佩卓来,3,23,1,0,0.03,1,0,0.02
协约国,3,20,1,0,0.03,1,0,0.02
白蒙,2,18,1,0,0.03,1,0,0.02
莉姬,2,20,1,0,0.03,1,0,0.02
德佐尔,3,27,1,0,0.03,1,0,0.02
哈维·索顿,5,40,1,0,0.03,1,0,0.02
真镐,2,25,1,0,0.03,1,0,0.02
金星奖,3,26,1,0,0.03,1,0,0.02
解放碑,3,34,1,0,0.03,1,0,0.02
格洛尔,3,24,1,0,0.03,1,0,0.02
阿莱蒂塔,4,41,1,0,0.03,1,0,0.02
汤姆鲍德温,5,54,1,0,0.03,1,0,0.02
白蓝,2,18,1,0,0.03,1,0,0.02
古镇,2,20,1,0,0.03,1,0,0.02
罗切斯,3,24,1,0,0.03,1,0,0.02
尼·范思哲,5,32,1,0,0.03,1,0,0.02
肃立,2,13,1,0,0.03,1,0,0.02
八二,2,4,1,0,0.03,1,0,0.02
比赛大,3,21,1,0,0.03,1,0,0.02
罗素·克吉尔,6,36,1,0,0.03,1,0,0.02
能者多劳,4,31,1,0,0.03,1,0,0.02
钾肥,2,18,1,0,0.03,1,0,0.02
萨沙他,3,23,1,0,0.03,1,0,0.02
古埃迪克,4,30,1,0,0.03,1,0,0.02
八亿,2,5,1,0,0.03,1,0,0.02
戴卡洛,3,31,1,0,0.03,1,0,0.02
凌霄,2,25,1,0,0.03,1,0,0.02
哓,1,9,1,0,0.03,1,0,0.02
米德湖,3,33,1,0,0.03,1,0,0.02
德·里克,4,29,1,0,0.03,1,0,0.02
八一,2,3,1,0,0.03,1,0,0.02
凸面,2,14,1,0,0.03,1,0,0.02
整军,2,22,1,0,0.03,1,0,0.02
集体主义,4,27,1,0,0.03,1,0,0.02
安在,2,12,1,0,0.03,1,0,0.02
泰迪·史密斯,6,46,1,0,0.03,1,0,0.02
齐格飞,3,19,1,0,0.03,1,0,0.02
外孙子,3,14,1,0,0.03,1,0,0.02
爱伊安,3,22,1,0,0.03,1,0,0.02
多拉多,3,20,1,0,0.03,1,0,0.02
落花生,3,24,1,0,0.03,1,0,0.02
莫妮卡·摩兰德,7,58,1,0,0.03,1,0,0.02
戈德尔,3,24,1,0,0.03,1,0,0.02
琪真,2,22,1,0,0.03,1,0,0.02
淮,1,11,1,0,0.03,1,0,0.02
费周章才,4,31,1,0,0.03,1,0,0.02
露皮塔,3,38,1,0,0.03,1,0,0.02
瓦瑟斯特姆,5,47,1,0,0.03,1,0,0.02
铅封,2,19,1,0,0.03,1,0,0.02
阿尔坎塔,4,31,1,0,0.03,1,0,0.02
减人,2,13,1,0,0.03,1,0,0.02
莎翁不会比奥赛罗,8,68,1,0,0.03,1,0,0.02
代夫,2,9,1,0,0.03,1,0,0.02
狄亚基雷夫,5,41,1,0,0.03,1,0,0.02
亚瑟·詹姆斯·埃尔默,10,83,1,0,0.03,1,0,0.02
人子升,3,9,1,0,0.03,1,0,0.02
造船业,3,26,1,0,0.03,1,0,0.02
亨利森,3,26,1,0,0.03,1,0,0.02
瓜拉,2,13,1,0,0.03,1,0,0.02
埃布拉克巴·阿克米图德,11,77,1,0,0.03,1,0,0.02
安吉拉·佩林,6,36,1,0,0.03,1,0,0.02
姬亚时,3,23,1,0,0.03,1,0,0.02
果必有,3,19,1,0,0.03,1,0,0.02
谈定,2,18,1,0,0.03,1,0,0.02
欧加皮尼,4,23,1,0,0.03,1,0,0.02
甘宾诺,3,25,1,0,0.03,1,0,0.02
革新派,3,31,1,0,0.03,1,0,0.02
克里帕特里克,6,46,1,0,0.03,1,0,0.02
渣土,2,15,1,0,0.03,1,0,0.02
哈格林,3,27,1,0,0.03,1,0,0.02
泽帕,2,16,1,0,0.03,1,0,0.02
丽莲,2,17,1,0,0.03,1,0,0.02
普理斯,3,35,1,0,0.03,1,0,0.02
康多莉萨·赖斯,7,63,1,0,0.03,1,0,0.02
特雷才,3,26,1,0,0.03,1,0,0.02
杰尔琳·斯迪,6,45,1,0,0.03,1,0,0.02
雷伊斯,3,31,1,0,0.03,1,0,0.02
朝发夕至,4,26,1,0,0.03,1,0,0.02
千万千万千万,6,18,1,0,0.03,1,0,0.02
鲁恩斯坦,4,42,1,0,0.03,1,0,0.02
尘垢,2,15,1,0,0.03,1,0,0.02
瓷盒,2,21,1,0,0.03,1,0,0.02
坦奇,2,16,1,0,0.03,1,0,0.02
配属,2,22,1,0,0.03,1,0,0.02
武装带,3,29,1,0,0.03,1,0,0.02
一五点,3,14,1,0,0.03,1,0,0.02
爱卡波拉,4,31,1,0,0.03,1,0,0.02
放卫星,3,20,1,0,0.03,1,0,0.02
泳港,2,20,1,0,0.03,1,0,0.02
鸸,1,11,1,0,0.03,1,0,0.02
克洛普,3,28,1,0,0.03,1,0,0.02
托尼·奥兰多,6,34,1,0,0.03,1,0,0.02
拉克普尔,4,32,1,0,0.03,1,0,0.02
所罗门群岛,5,39,1,0,0.03,1,0,0.02
闕,1,18,1,0,0.03,1,0,0.02
四千九百九十七,7,22,1,0,0.03,1,0,0.02
让铉,2,15,1,0,0.03,1,0,0.02
亚里桑纳,4,30,1,0,0.03,1,0,0.02
鲍伯凯特拉斯,6,58,1,0,0.03,1,0,0.02
斯坦福来,4,40,1,0,0.03,1,0,0.02
玄之又玄,4,15,1,0,0.03,1,0,0.02
丝狄克,3,19,1,0,0.03,1,0,0.02
伊欧参,3,22,1,0,0.03,1,0,0.02
利沙拉·苏克兰·阿尔希巴,12,64,1,0,0.03,1,0,0.02
勒贝克,3,22,1,0,0.03,1,0,0.02
斯瓦宾,3,26,1,0,0.03,1,0,0.02
马格利特,4,30,1,0,0.03,1,0,0.02
进见,2,11,1,0,0.03,1,0,0.02
鼠年,2,19,1,0,0.03,1,0,0.02
泰瑞沙留,4,40,1,0,0.03,1,0,0.02
暖湿气流,4,39,1,0,0.03,1,0,0.02
劳伦斯·缪提,6,51,1,0,0.03,1,0,0.02
陶俑,2,19,1,0,0.03,1,0,0.02
雷伊有,3,25,1,0,0.03,1,0,0.02
前奏曲,3,24,1,0,0.03,1,0,0.02
西冈忠夫,4,22,1,0,0.03,1,0,0.02
大解,2,16,1,0,0.03,1,0,0.02
罗斯福·富兰克林·德拉诺,12,98,1,0,0.03,1,0,0.02
普鲁诺,3,34,1,0,0.03,1,0,0.02
乔瓦尼·洛伦佐·贝尔里尼,12,58,1,0,0.03,1,0,0.02
初吻会,3,20,1,0,0.03,1,0,0.02
大观,2,9,1,0,0.03,1,0,0.02
圣狗,2,13,1,0,0.03,1,0,0.02
亲近感,3,29,1,0,0.03,1,0,0.02
参考性,3,22,1,0,0.03,1,0,0.02
四千三百三十四,7,27,1,0,0.03,1,0,0.02
马利欧,3,18,1,0,0.03,1,0,0.02
戴尔·斯密舍,6,53,1,0,0.03,1,0,0.02
瘫软,2,23,1,0,0.03,1,0,0.02
罗斯麦松,4,35,1,0,0.03,1,0,0.02
大褂,2,16,1,0,0.03,1,0,0.02
贝尔·查斯,5,30,1,0,0.03,1,0,0.02
五亿二十,4,11,1,0,0.03,1,0,0.02
埃迪·约翰逊,6,49,1,0,0.03,1,0,0.02
西蒙德,3,34,1,0,0.03,1,0,0.02
蝇拍,2,22,1,0,0.03,1,0,0.02
詹尼·罗宾逊,6,45,1,0,0.03,1,0,0.02
钢梁,2,20,1,0,0.03,1,0,0.02
尼古多,3,16,1,0,0.03,1,0,0.02
二子,2,5,1,0,0.03,1,0,0.02
伊丽莎白·雷卡丝,8,51,1,0,0.03,1,0,0.02
爱迪恩,3,28,1,0,0.03,1,0,0.02
冰锐,2,18,1,0,0.03,1,0,0.02
查杰克卡特,5,39,1,0,0.03,1,0,0.02
迈克尔刚,4,24,1,0,0.03,1,0,0.02
奥尔比亚,4,27,1,0,0.03,1,0,0.02
杰克费佛,4,31,1,0,0.03,1,0,0.02
四千三百三十六,7,26,1,0,0.03,1,0,0.02
库特让,3,22,1,0,0.03,1,0,0.02
提摩西·达顿,6,49,1,0,0.03,1,0,0.02
着着实实,4,38,1,0,0.03,1,0,0.02
穆曼艾费斯,5,53,1,0,0.03,1,0,0.02
杰克逊·布朗尼,7,44,1,0,0.03,1,0,0.02
杜宾斯基,4,40,1,0,0.03,1,0,0.02
埃拉普,3,30,1,0,0.03,1,0,0.02
菲力曼,3,24,1,0,0.03,1,0,0.02
瘦身,2,21,1,0,0.03,1,0,0.02
巴拉多,3,18,1,0,0.03,1,0,0.02
告示版,3,20,1,0,0.03,1,0,0.02
米奇威兹,4,32,1,0,0.03,1,0,0.02
帕特·麦卡锡,6,43,1,0,0.03,1,0,0.02
白边,2,10,1,0,0.03,1,0,0.02
屠格涅夫,4,35,1,0,0.03,1,0,0.02
杰瑞德·博因特,7,64,1,0,0.03,1,0,0.02
路易吉娜,4,36,1,0,0.03,1,0,0.02
施一礼,3,15,1,0,0.03,1,0,0.02
钱为荣,3,23,1,0,0.03,1,0,0.02
弗洛里达,4,27,1,0,0.03,1,0,0.02
二尉,2,13,1,0,0.03,1,0,0.02
校官,2,18,1,0,0.03,1,0,0.02
库尼,2,12,1,0,0.03,1,0,0.02
乔什哈奈特,5,37,1,0,0.03,1,0,0.02
菲力普,3,25,1,0,0.03,1,0,0.02
阳世,2,11,1,0,0.03,1,0,0.02
兰斯正,3,22,1,0,0.03,1,0,0.02
调查团,3,25,1,0,0.03,1,0,0.02
文理科,3,24,1,0,0.03,1,0,0.02
慎悟,2,23,1,0,0.03,1,0,0.02
查理·麦利威瑟,7,56,1,0,0.03,1,0,0.02
穆利根,3,33,1,0,0.03,1,0,0.02
可真,2,15,1,0,0.03,1,0,0.02
艾伦纳,3,18,1,0,0.03,1,0,0.02
大辉,2,15,1,0,0.03,1,0,0.02
对比色,3,15,1,0,0.03,1,0,0.02
红蓝超人,4,33,1,0,0.03,1,0,0.02
史坦·布鲁克斯,7,49,1,0,0.03,1,0,0.02
成千成万,4,18,1,0,0.03,1,0,0.02
佛洛克·瑟金斯基,8,67,1,0,0.03,1,0,0.02
圣琪,2,17,1,0,0.03,1,0,0.02
相泽,2,17,1,0,0.03,1,0,0.02
郑雨盛,3,27,1,0,0.03,1,0,0.02
谢米扬,3,24,1,0,0.03,1,0,0.02
圣球,2,16,1,0,0.03,1,0,0.02
卡尔·洛,4,19,1,0,0.03,1,0,0.02
缷,1,8,1,0,0.03,1,0,0.02
萨尔瓦多·阿兰德,8,53,1,0,0.03,1,0,0.02
赫莫萨,3,35,1,0,0.03,1,0,0.02
百万年,3,15,1,0,0.03,1,0,0.02
费尔法,3,22,1,0,0.03,1,0,0.02
树真,2,19,1,0,0.03,1,0,0.02
卢道,2,17,1,0,0.03,1,0,0.02
休养院,3,24,1,0,0.03,1,0,0.02
玛德琳·伊芙利,7,54,1,0,0.03,1,0,0.02
特拉维斯留,5,51,1,0,0.03,1,0,0.02
比洛西市,4,24,1,0,0.03,1,0,0.02
布鲁托丝,4,28,1,0,0.03,1,0,0.02
依莎,2,18,1,0,0.03,1,0,0.02
塞尔伯恩,4,35,1,0,0.03,1,0,0.02
朗普会拉,4,36,1,0,0.03,1,0,0.02
阿迪亚莫,4,31,1,0,0.03,1,0,0.02
马克·史密斯,6,38,1,0,0.03,1,0,0.02
巴特·博克曼,6,44,1,0,0.03,1,0,0.02
小传,2,9,1,0,0.03,1,0,0.02
小伏,2,9,1,0,0.03,1,0,0.02
的瓦,2,12,1,0,0.03,1,0,0.02
拉尔夫·韦德,6,36,1,0,0.03,1,0,0.02
现成饭,3,21,1,0,0.03,1,0,0.02
哈利法克斯市,6,48,1,0,0.03,1,0,0.02
甘宝秀,3,20,1,0,0.03,1,0,0.02
粗豪,2,25,1,0,0.03,1,0,0.02
劳拉·达诺斯,6,43,1,0,0.03,1,0,0.02
义无返顾,4,24,1,0,0.03,1,0,0.02
军烈属,3,28,1,0,0.03,1,0,0.02
阿特库斯,4,36,1,0,0.03,1,0,0.02
汉克·哈里斯,6,40,1,0,0.03,1,0,0.02
韦德的马,4,30,1,0,0.03,1,0,0.02
丽蓉,2,20,1,0,0.03,1,0,0.02
奴斗,2,9,1,0,0.03,1,0,0.02
加马蒂尼,4,25,1,0,0.03,1,0,0.02
鼠害,2,23,1,0,0.03,1,0,0.02
喀湖,2,24,1,0,0.03,1,0,0.02
尤金·奥尼尔,6,34,1,0,0.03,1,0,0.02
万语千言,4,22,1,0,0.03,1,0,0.02
不竭,2,18,1,0,0.03,1,0,0.02
埃弗拉考托斯,6,47,1,0,0.03,1,0,0.02
何吉斯,3,25,1,0,0.03,1,0,0.02
解梦中,3,28,1,0,0.03,1,0,0.02
生恩英,3,23,1,0,0.03,1,0,0.02
亚顿,2,16,1,0,0.03,1,0,0.02
塞米安,3,25,1,0,0.03,1,0,0.02
约翰·拉德里夫,7,56,1,0,0.03,1,0,0.02
痧,1,12,1,0,0.03,1,0,0.02
让金,2,13,1,0,0.03,1,0,0.02
小丘,2,8,1,0,0.03,1,0,0.02
菲格罗,3,29,1,0,0.03,1,0,0.02
佩里哥,3,25,1,0,0.03,1,0,0.02
大贯,2,11,1,0,0.03,1,0,0.02
沈曼云,3,22,1,0,0.03,1,0,0.02
亚道夫,3,22,1,0,0.03,1,0,0.02
海生照,3,28,1,0,0.03,1,0,0.02
史帕奇,3,21,1,0,0.03,1,0,0.02
醢,1,17,1,0,0.03,1,0,0.02
裝,1,13,1,0,0.03,1,0,0.02
大赋,2,15,1,0,0.03,1,0,0.02
小云,2,7,1,0,0.03,1,0,0.02
卡尔斯巴德,5,41,1,0,0.03,1,0,0.02
福建,2,21,1,0,0.03,1,0,0.02
普金,2,20,1,0,0.03,1,0,0.02
斯潘科威兹,5,54,1,0,0.03,1,0,0.02
肯永勒尼,4,29,1,0,0.03,1,0,0.02
小克,2,10,1,0,0.03,1,0,0.02
斯莱姆,3,30,1,0,0.03,1,0,0.02
一骑骑,3,23,1,0,0.03,1,0,0.02
来文,2,11,1,0,0.03,1,0,0.02
奇澳里,3,30,1,0,0.03,1,0,0.02
艾格·斯戴尔斯,7,61,1,0,0.03,1,0,0.02
芝士球,3,20,1,0,0.03,1,0,0.02
戈麦兹,3,20,1,0,0.03,1,0,0.02
史屈塞,3,26,1,0,0.03,1,0,0.02
福斯泰夫,4,39,1,0,0.03,1,0,0.02
小凡,2,6,1,0,0.03,1,0,0.02
将就,2,21,1,0,0.03,1,0,0.02
范斯高,3,30,1,0,0.03,1,0,0.02
迪克鲍登,4,40,1,0,0.03,1,0,0.02
圆柱体,3,26,1,0,0.03,1,0,0.02
让杰夫·高布伦,7,38,1,0,0.03,1,0,0.02
尘事,2,14,1,0,0.03,1,0,0.02
巴尼干,3,12,1,0,0.03,1,0,0.02
李杰洛,3,24,1,0,0.03,1,0,0.02
杰西卡·贝尔,6,28,1,0,0.03,1,0,0.02
散兵线,3,27,1,0,0.03,1,0,0.02
夏洛特镇,4,44,1,0,0.03,1,0,0.02
史密斯卫森,5,43,1,0,0.03,1,0,0.02
埃尔嘉,3,29,1,0,0.03,1,0,0.02
尼古加,3,15,1,0,0.03,1,0,0.02
让辛,2,12,1,0,0.03,1,0,0.02
福心,2,17,1,0,0.03,1,0,0.02
兹巴,2,13,1,0,0.03,1,0,0.02
美熙,2,23,1,0,0.03,1,0,0.02
雷班卡,3,28,1,0,0.03,1,0,0.02
芝士男,3,16,1,0,0.03,1,0,0.02
刀塞进,3,22,1,0,0.03,1,0,0.02
代恩秀,3,22,1,0,0.03,1,0,0.02
古菲,2,16,1,0,0.03,1,0,0.02
咬噬,2,25,1,0,0.03,1,0,0.02
普那,2,18,1,0,0.03,1,0,0.02
布鲁恩斯,4,39,1,0,0.03,1,0,0.02
珍贵性,3,26,1,0,0.03,1,0,0.02
渕,1,11,1,0,0.03,1,0,0.02
圣斯蒂芬,4,36,1,0,0.03,1,0,0.02
班基尔,3,26,1,0,0.03,1,0,0.02
柯塞尔,3,27,1,0,0.03,1,0,0.02
鸿鹄,2,23,1,0,0.03,1,0,0.02
杜伊娜,3,22,1,0,0.03,1,0,0.02
拉莉塔·维特克,7,58,1,0,0.03,1,0,0.02
贾柏,2,19,1,0,0.03,1,0,0.02
雷隆·布朗,5,39,1,0,0.03,1,0,0.02
里哲梦,3,28,1,0,0.03,1,0,0.02
人工湖,3,17,1,0,0.03,1,0,0.02
图特安哈门,5,36,1,0,0.03,1,0,0.02
玛莉·汉密尔顿,7,48,1,0,0.03,1,0,0.02
和尼尼,3,18,1,0,0.03,1,0,0.02
票证,2,18,1,0,0.03,1,0,0.02
小卢,2,8,1,0,0.03,1,0,0.02
小卡,2,8,1,0,0.03,1,0,0.02
查克特,3,26,1,0,0.03,1,0,0.02
迈克蒂斯,4,37,1,0,0.03,1,0,0.02
贤慧,2,23,1,0,0.03,1,0,0.02
侧面图,3,25,1,0,0.03,1,0,0.02
亨利王,3,18,1,0,0.03,1,0,0.02
李子树,3,19,1,0,0.03,1,0,0.02
辛西安,3,19,1,0,0.03,1,0,0.02
提泰妮娅,4,39,1,0,0.03,1,0,0.02
尤苏娜,3,20,1,0,0.03,1,0,0.02
瑟吉,2,19,1,0,0.03,1,0,0.02
米摩莎,3,31,1,0,0.03,1,0,0.02
六点四十五,5,24,1,0,0.03,1,0,0.02
咬啮,2,20,1,0,0.03,1,0,0.02
塞尔维亚共和国,7,57,1,0,0.03,1,0,0.02
铯,1,11,1,0,0.03,1,0,0.02
彼得拉,3,27,1,0,0.03,1,0,0.02
外设,2,11,1,0,0.03,1,0,0.02
亚藜,2,24,1,0,0.03,1,0,0.02
太良,2,11,1,0,0.03,1,0,0.02
二一年,3,9,1,0,0.03,1,0,0.02
让坎波斯,4,32,1,0,0.03,1,0,0.02
托尼·莱丁杰,6,31,1,0,0.03,1,0,0.02
费尔玛,3,21,1,0,0.03,1,0,0.02
安妮新,3,27,1,0,0.03,1,0,0.02
蒙塔班,3,35,1,0,0.03,1,0,0.02
戴卡夫,3,26,1,0,0.03,1,0,0.02
小发,2,8,1,0,0.03,1,0,0.02
玛利恩,3,24,1,0,0.03,1,0,0.02
贝拉·卢戈西,6,27,1,0,0.03,1,0,0.02
坐化,2,11,1,0,0.03,1,0,0.02
福将,2,22,1,0,0.03,1,0,0.02
巴塔格莉亚,5,42,1,0,0.03,1,0,0.02
誓师,2,20,1,0,0.03,1,0,0.02
周里,2,15,1,0,0.03,1,0,0.02
白里,2,12,1,0,0.03,1,0,0.02
阿奇巴尔德·赛蒙,8,66,1,0,0.03,1,0,0.02
嫔妃,2,19,1,0,0.03,1,0,0.02
阿法莉娜,4,34,1,0,0.03,1,0,0.02
维可汀,3,21,1,0,0.03,1,0,0.02
吐故纳新,4,35,1,0,0.03,1,0,0.02
梅艾迪,3,24,1,0,0.03,1,0,0.02
小剑,2,12,1,0,0.03,1,0,0.02
重来,2,16,1,0,0.03,1,0,0.02
我记,2,12,1,0,0.03,1,0,0.02
金中喜,3,24,1,0,0.03,1,0,0.02
普拉斯基,4,43,1,0,0.03,1,0,0.02
白道,2,17,1,0,0.03,1,0,0.02
肯普湖,3,32,1,0,0.03,1,0,0.02
博哲,2,22,1,0,0.03,1,0,0.02
伯纳德·费尔南德斯,9,79,1,0,0.03,1,0,0.02
史耐尔,3,19,1,0,0.03,1,0,0.02
帕西尼,3,19,1,0,0.03,1,0,0.02
玛·拉尼,4,20,1,0,0.03,1,0,0.02
蓝方宇,3,23,1,0,0.03,1,0,0.02
斯立姆,3,25,1,0,0.03,1,0,0.02
汉克·阿伦,5,25,1,0,0.03,1,0,0.02
扡,1,6,1,0,0.03,1,0,0.02
力所不及,4,17,1,0,0.03,1,0,0.02
弗拉迪米尔·斯内尔,9,53,1,0,0.03,1,0,0.02
名满天下,4,26,1,0,0.03,1,0,0.02
凯特·玛拉,5,33,1,0,0.03,1,0,0.02
美格拉,3,27,1,0,0.03,1,0,0.02
焦镜,2,28,1,0,0.03,1,0,0.02
小刘易斯,4,29,1,0,0.03,1,0,0.02
巴德尔·迈因霍夫,8,56,1,0,0.03,1,0,0.02
莱斯博尔,4,39,1,0,0.03,1,0,0.02
猜平,2,16,1,0,0.03,1,0,0.02
白霜,2,22,1,0,0.03,1,0,0.02
亚荣,2,15,1,0,0.03,1,0,0.02
凯莉·伯金斯,6,45,1,0,0.03,1,0,0.02
巴尔迪莫,4,27,1,0,0.03,1,0,0.02
托里诺,3,23,1,0,0.03,1,0,0.02
提姆兰汉,4,30,1,0,0.03,1,0,0.02
埃尔博,3,27,1,0,0.03,1,0,0.02
斯普鲁斯,4,48,1,0,0.03,1,0,0.02
减号,2,16,1,0,0.03,1,0,0.02
联控,2,23,1,0,0.03,1,0,0.02
亚茨,2,15,1,0,0.03,1,0,0.02
爱德华·沃斯勒,7,61,1,0,0.03,1,0,0.02
布格雷,3,28,1,0,0.03,1,0,0.02
斯伯德,3,34,1,0,0.03,1,0,0.02
凌成,2,16,1,0,0.03,1,0,0.02
杰克·斯塔布里奇,8,59,1,0,0.03,1,0,0.02
卡特彼勒,4,34,1,0,0.03,1,0,0.02
瑞兰达,3,24,1,0,0.03,1,0,0.02
外资,2,15,1,0,0.03,1,0,0.02
迈克尔·伯内特,7,39,1,0,0.03,1,0,0.02
别理麦克斯,5,44,1,0,0.03,1,0,0.02
卡莫洛斯,4,36,1,0,0.03,1,0,0.02
九泉,2,11,1,0,0.03,1,0,0.02
劈头,2,20,1,0,0.03,1,0,0.02
奥斯卡·范,5,37,1,0,0.03,1,0,0.02
来学武,3,23,1,0,0.03,1,0,0.02
普迪,2,20,1,0,0.03,1,0,0.02
普锐,2,24,1,0,0.03,1,0,0.02
博卓,2,20,1,0,0.03,1,0,0.02
平野教,3,27,1,0,0.03,1,0,0.02
小善,2,15,1,0,0.03,1,0,0.02
尤宁,2,9,1,0,0.03,1,0,0.02
亚特兰斯,4,33,1,0,0.03,1,0,0.02
帕斯罗伯斯,5,47,1,0,0.03,1,0,0.02
取报,2,15,1,0,0.03,1,0,0.02
史密森纳,4,35,1,0,0.03,1,0,0.02
憧,1,15,1,0,0.03,1,0,0.02
粗笨,2,22,1,0,0.03,1,0,0.02
杰西杰克逊,5,38,1,0,0.03,1,0,0.02
克斯坦,3,27,1,0,0.03,1,0,0.02
考特·特纳,5,33,1,0,0.03,1,0,0.02
古文化,3,13,1,0,0.03,1,0,0.02
默弗里斯伯勒,6,58,1,0,0.03,1,0,0.02
瑞利·波尔,5,33,1,0,0.03,1,0,0.02
尤娜,2,13,1,0,0.03,1,0,0.02
苏菲玛索,4,35,1,0,0.03,1,0,0.02
童玄,2,17,1,0,0.03,1,0,0.02
圣法,2,13,1,0,0.03,1,0,0.02
戴斯勒,3,40,1,0,0.03,1,0,0.02
总队,2,13,1,0,0.03,1,0,0.02
博列,2,18,1,0,0.03,1,0,0.02
尼共,2,11,1,0,0.03,1,0,0.02
炊事员,3,23,1,0,0.03,1,0,0.02
花生仁,3,16,1,0,0.03,1,0,0.02
免税店,3,27,1,0,0.03,1,0,0.02
格雷厄姆·普莱斯考特,10,85,1,0,0.03,1,0,0.02
朷,1,6,1,0,0.03,1,0,0.02
史努克,3,19,1,0,0.03,1,0,0.02
小咬,2,12,1,0,0.03,1,0,0.02
种植园主,4,33,1,0,0.03,1,0,0.02
格波多夫,4,28,1,0,0.03,1,0,0.02
欧金泳,3,24,1,0,0.03,1,0,0.02
试验区,3,22,1,0,0.03,1,0,0.02
凯门,2,11,1,0,0.03,1,0,0.02
联成,2,18,1,0,0.03,1,0,0.02
兰诺,2,15,1,0,0.03,1,0,0.02
索罗约,3,24,1,0,0.03,1,0,0.02
实心球,3,23,1,0,0.03,1,0,0.02
胡里胡涂,4,35,1,0,0.03,1,0,0.02
福士,2,16,1,0,0.03,1,0,0.02
于亚琛,3,21,1,0,0.03,1,0,0.02
符文和,3,23,1,0,0.03,1,0,0.02
虚胖,2,20,1,0,0.03,1,0,0.02
大钟,2,12,1,0,0.03,1,0,0.02
阿利桑,3,24,1,0,0.03,1,0,0.02
吉恩玛丽,4,30,1,0,0.03,1,0,0.02
孔庆翔,3,22,1,0,0.03,1,0,0.02
美寿寿,3,23,1,0,0.03,1,0,0.02
曼塔纳,3,30,1,0,0.03,1,0,0.02
朴基路,3,30,1,0,0.03,1,0,0.02
沃特·科,4,26,1,0,0.03,1,0,0.02
莫琳·西蒙丝,6,46,1,0,0.03,1,0,0.02
和埃文,3,22,1,0,0.03,1,0,0.02
